procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3684508 383776 2784180    0    0     0    12  229  500  0  1 99  0  0
 0  0 106980 3682336 383776 2784196    0    0     0    62  228  510  1  1 99  0  0
 0  0 106980 3680416 383776 2784196    0    0     0     4  225  497  2  0 98  0  0
 0  0 106980 3680292 383776 2784196    0    0     0     0  223  489  1  0 99  0  0
 0  0 106980 3684508 383776 2784092    0    0     0   464  245  539  1  1 98  1  0
 0  0 106980 3684384 383776 2784116    0    0     0     0  229  500  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3682584 383776 2784148    0    0     0     4  235  515  1  1 99  0  0
 1  0 106980 3678756 383776 2784164    0    0     0   158  256  538  2  1 98  0  0
 0  0 106980 3678432 383776 2784164    0    0     0     0  229  509  1  0 99  0  0
 0  0 106980 3684632 383776 2784172    0    0     0    50  249  547  1  2 98  0  0
 0  0 106980 3682460 383776 2784240    0    0     0    38  281  562  1  1 98  0  0
 0  0 106980 3684508 383776 2784264    0    0     0     4  270  572  1  0 99  0  0
 0  0 106980 3680416 383776 2784268    0    0     0    88  283  592  2  1 98  1  0
 0  0 106980 3684380 383776 2784284    0    0     0     8  278  566  3  1 96  0  0
 0  0 106980 3684384 383776 2784308    0    0     0    14  279  582  2  1 97  0  0
 0  0 106980 3684384 383776 2784308    0    0     0    52  291  580  1  1 98  0  0
 0  0 106980 3684384 383776 2784308    0    0     0     2  271  535  1  0 99  0  0
 0  0 106980 3684384 383776 2784308    0    0     0     2  270  527  1  0 99  0  0
 0  0 106980 3682584 383776 2784200    0    0     0    56  278  567  1  1 98  0  0
 0  0 106980 3682584 383776 2784204    0    0     0     6  271  532  0  1 99  0  0
 0  0 106980 3684632 383776 2784244    0    0     0    10  282  557  1  1 99  0  0
 0  0 106980 3680416 383776 2784248    0    0     0    76  275  566  1  1 98  1  0
 1  0 106980 3684384 383776 2784284    0    0     0    16  281  557  1  1 99  0  0
 0  0 106980 3682028 383776 2784284    0    0     0     0  271  555  1  1 98  0  0
 0  0 106980 3684508 383776 2784364    0    0     0   170  284  558  1  1 98  0  0
 0  0 106980 3684508 383776 2784364    0    0     0     0  273  537  1  0 99  0  0
 0  0 106980 3684508 383776 2784364    0    0     0    50  267  543  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3684508 383776 2784364    0    0     0    22  246  508  1  1 99  0  0
 0  0 106980 3684508 383776 2784364    0    0     0     0  272  532  3  0 97  0  0
 0  0 106980 3682336 383776 2784388    0    0     0    38  278  559  1  1 98  0  0
 0  0 106980 3682336 383776 2784388    0    0     0     0  265  524  1  0 99  0  0
 0  0 106980 3682212 383776 2784388    0    0     0     0  267  541  1  1 99  0  0
 0  0 106980 3682336 383776 2784388    0    0     0    58  264  527  1  0 99  1  0
 0  0 106980 3682336 383776 2784388    0    0     0     0  257  523  1  0 99  0  0
 0  0 106980 3684384 383776 2784400    0    0     0   154  273  555  1  1 99  0  0
 0  0 106980 3684384 383776 2784400    0    0     0    64  299  592  1  1 99  0  0
 0  0 106980 3682336 383776 2784436    0    0     0     4  279  550  2  0 98  0  0
 2  0 106980 3684260 383776 2784420    0    0     0    52  298  598  3  1 97  0  0
 0  0 106980 3684260 383776 2784420    0    0     0    96  270  553  1  1 99  1  0
 0  0 106980 3684260 383776 2784444    0    0     0    26  282  571  2  1 98  0  0
 0  0 106980 3684260 383776 2784444    0    0     0    30  275  534  0  1 99  0  0
 0  0 106980 3684260 383776 2784444    0    0     0    42  268  540  1  0 99  0  0
 0  0 106980 3684260 383776 2784444    0    0     0    94  263  525  0  0 100  0  0
 0  0 106980 3684256 383776 2784444    0    0     0     0  271  531  3  0 97  0  0
 0  0 106980 3682336 383776 2784472    0    0     0    30  273  561  1  1 98  0  0
 0  0 106980 3682336 383776 2784472    0    0     0     0  271  533  0  1 99  0  0
 0  0 106980 3682336 383776 2784472    0    0     0     8  275  541  1  1 99  0  0
 0  0 106980 3682336 383776 2784472    0    0     0    60  272  527  1  1 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3684384 383776 2784476    0    0     0     8  277  556  1  0 99  0  0
 0  0 106980 3684384 383776 2784476    0    0     0   252  272  533  1  1 99  0  0
 0  0 106980 3682212 383776 2784496    0    0     0    76  275  558  1  1 98  0  0
 0  0 106980 3680540 383776 2784588    0    0     0    10  285  613  2  1 97  0  0
 0  0 106980 3684632 383776 2784616    0    0     0    34  285  572  1  1 98  0  0
 1  0 106980 3677812 383776 2784616    0    0     0    84  280  568  2  1 97  0  0
 0  0 106980 3684136 383776 2784640    0    0     0     4  268  546  1  1 98  0  0
 0  0 106980 3679548 383776 2784640    0    0     0    32  265  543  1  1 98  0  0
 0  0 106980 3679548 383776 2784640    0    0     0     0  264  527  1  0 99  0  0
 0  0 106980 3679548 383776 2784640    0    0     0     0  251  516  0  0 100  0  0
 0  0 106980 3679548 383776 2784640    0    0     0     6  235  505  3  0 97  0  0
 0  0 106980 3684756 383776 2784484    0    0     0     8  237  521  1  2 98  0  0
 0  0 106980 3684756 383776 2784488    0    0     0     2  221  490  1  0 99  0  0
 2  0 106980 3682708 383776 2784504    0    0     0    54  232  500  1  0 99  1  0
 0  0 106980 3679920 383776 2784504    0    0     0     0  226  496  2  0 98  0  0
 0  0 106980 3679920 383776 2784504    0    0     0     0  225  492  1  0 99  0  0
 1  0 106980 3684508 383776 2784596    0    0     0    28  241  544  1  1 98  0  0
 0  0 106980 3684756 383776 2784500    0    0     0    12  237  518  1  1 98  0  0
 0  0 106980 3684756 383776 2784504    0    0     0     2  227  488  1  1 99  0  0
 0  0 106980 3684260 383776 2784428    0    0     0   214  257  505  1  0 99  0  0
 0  0 106980 3683640 383776 2784428    0    0     0    10  240  518  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3684756 383776 2784436    0    0     0    68  242  527  1  1 99  0  0
 0  0 106980 3684756 383776 2784328    0    0     0    30  242  511  1  1 99  0  0
 0  0 106980 3682708 383776 2784344    0    0     0     2  248  519  1  1 98  0  0
 0  0 106980 3680540 383776 2784344    0    0     0    54  235  504  2  0 98  0  0
 0  0 106980 3680292 383776 2784344    0    0     0     0  255  511  3  1 97  0  0
 0  0 106980 3684880 383776 2784356    0    0     0   166  256  545  1  1 99  0  0
 0  0 106980 3684880 383776 2784360    0    0     0    46  247  517  0  0 99  0  0
 0  0 106980 3682832 383776 2784376    0    0     0     2  247  527  1  1 99  0  0
 0  0 106980 3680540 383776 2784376    0    0     0    12  252  545  1  0 99  0  0
 0  0 106980 3684756 383776 2784320    0    0     0    92  260  558  1  1 98  0  0
 0  0 106980 3684756 383776 2784328    0    0     0     2  247  532  1  1 99  0  0
 0  0 106980 3682708 383776 2784348    0    0     0    12  247  523  0  1 99  0  0
 0  0 106980 3680416 383776 2784352    0    0     0    66  247  543  2  0 98  0  0
 0  0 106980 3684632 383776 2784380    0    0     0   210  264  531  1  1 98  0  0
 0  0 106980 3684508 383776 2784380    0    0     0     0  241  513  0  1 99  0  0
 0  0 106980 3684756 383776 2784420    0    0     0   166  257  542  1  1 98  0  0
 1  0 106980 3683516 383776 2784424    0    0     0     4  250  532  1  1 98  0  0
 0  0 106980 3684880 383776 2784440    0    0     0     6  247  520  1  1 99  0  0
 0  0 106980 3680664 383776 2784440    0    0     0    82  248  515  1  1 99  0  0
144  0 106980 3606988 383776 2784468    0    0     0    26  346  857 11  9 80  1  0
167  0 106980 3454976 383776 2784504    0    0     0    68  795 3499 62 39  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
102  0 106980 3309740 383776 2784524    0    0     0    10  777 3083 74 27  0  0  0
33  0 106980 3170736 383780 2784644    0    0     0    42  836 3435 69 32  0  0  0
100  0 106980 3253948 383780 2784620    0    0     0    84  862 5060 71 29  0  0  0
77  0 106980 3366716 383780 2784672    0    0     0    20  835 4805 71 29  0  0  0
70  0 106980 3396588 383780 2784692    0    0     0   284  791 3672 74 26  0  0  0
151  0 106980 3339480 383780 2784452    0    0     0    14  809 4639 57 43  0  0  0
92  0 106980 3409348 383784 2784520    0    0     0    18  870 5426 63 37  0  0  0
81  0 106980 3446268 383784 2784548    0    0     0   100  900 4239 71 29  0  0  0
97  0 106980 3408232 383784 2784624    0    0     0    18  866 4240 68 32  0  0  0
77  0 106980 3464244 383784 2784656    0    0     0    36  778 3404 84 17  0  0  0
69  0 106980 3447816 383784 2784712    0    0     0   118  808 4193 70 31  0  0  0
62  0 106980 3426304 383784 2784664    0    0     0     8  980 5437 58 42  0  0  0
25  0 106980 3253928 383784 2784692    0    0     0   156  863 4127 62 38  0  0  0
164  0 106980 3087868 383784 2784736    0    0     0   806  952 2764 68 32  0  0  0
97  0 106980 3009844 383784 2784764    0    0     0    98  953 4882 56 45  0  0  0
76  0 106980 3114568 383784 2784884    0    0     0    78  940 5811 55 45  0  0  0
77  0 106980 3121784 383788 2784816    0    0     0    72  924 5175 53 47  0  0  0
82  0 106980 3021808 383788 2784860    0    0     0   138  927 4798 53 47  0  0  0
85  0 106980 3074300 383788 2784868    0    0     0   346  983 5336 52 49  0  0  0
63  0 106980 3115120 383788 2784912    0    0     0     6  932 5394 55 45  0  0  0
87  0 106980 3123364 383788 2784884    0    0     0    74  904 4846 56 44  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
78  0 106980 3005348 383788 2784920    0    0     0    56  924 4570 55 46  0  0  0
70  0 106980 2983888 383788 2784832    0    0     0   100  950 4902 55 46  0  0  0
72  0 106980 3315428 383788 2784916    0    0     0     8  916 6176 49 51  0  0  0
107  0 106980 3231096 383788 2784960    0    0     0    54  836 4194 55 46  0  0  0
84  0 106980 2865308 383788 2784984    0    0     0    92  891 3672 54 47  0  0  0
72  0 106980 2864288 383788 2784924    0    0     0    12  979 5116 53 47  0  0  0
107  0 106980 3097200 383788 2784964    0    0     0   438  968 5264 55 45  0  0  0
76  0 106980 3486880 383788 2785088    0    0     0    68  879 5941 51 49  0  0  0
97  0 106980 3426024 383788 2785044    0    0     0    74  842 4328 54 46  0  0  0
62  0 106980 3469852 383788 2785076    0    0     0    90  822 3747 69 32  0  0  0
86  0 106980 3438784 383788 2785116    0    0     0    26  780 3384 69 31  0  0  0
92  0 106980 3236140 383788 2785144    0    0     0   136  823 3875 57 43  0  0  0
85  0 106980 3125924 383788 2785168    0    0     0     6  857 4195 57 43  0  0  0
93  0 106980 3089100 383788 2785196    0    0     0    80  870 4344 56 44  0  0  0
77  0 106980 3069712 383788 2785236    0    0     0    66  835 3878 62 38  0  0  0
83  0 106980 3025688 383788 2785164    0    0     0    18  864 4558 56 44  0  0  0
44  0 106980 3125784 383788 2785200    0    0     0   258  915 5029 47 53  0  0  0
90  0 106980 3082028 383788 2785148    0    0     0    18  873 4432 54 46  0  0  0
78  0 106980 3366692 383788 2785244    0    0     0    18  897 5454 54 47  0  0  0
90  0 106980 3343364 383788 2785160    0    0     0   124 1117 4484 52 48  0  0  0
95  0 106980 3521816 383788 2785220    0    0     0    16  862 4913 50 50  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
78  0 106980 3455732 383788 2785320    0    0     0   108  946 4209 54 47  0  0  0
72  0 106980 3468600 383788 2785352    0    0     0     4  827 4255 49 52  0  0  0
 1  0 106980 3475772 383788 2785384    0    0     0    26  852 4271 56 45  0  0  0
83  0 106980 3355888 383788 2785420    0    0     0    70  811 3625 51 49  0  0  0
36  0 106980 3487192 383788 2785356    0    0     0    48  842 4478 49 51  0  0  0
65  0 106980 3351864 383788 2785196    0    0     0   182  849 3805 51 49  0  0  0
96  0 106980 3298108 383788 2785224    0    0     0    12  853 3992 54 46  0  0  0
24  0 106980 3302912 383788 2785260    0    0     0    80  843 3875 57 43  0  0  0
121  0 106980 3188624 383788 2785288    0    0     0    74  809 2618 67 34  0  0  0
93  0 106980 3159272 383788 2785308    0    0     0    12  844 3411 68 32  0  0  0
71  0 106980 3577696 383788 2785240    0    0     0    84  848 4793 53 47  0  0  0
59  0 106980 3439032 383788 2785264    0    0     0    10  944 3682 50 51  0  0  0
82  0 106980 3210912 383788 2785308    0    0     0    36  809 3117 54 46  0  0  0
103  0 106980 2943880 383788 2785372    0    0     0   110  847 3080 61 39  0  0  0
74  0 106980 3061696 383788 2785396    0    0     0    16  913 4455 50 50  0  0  0
85  0 106980 3383488 383788 2785436    0    0     0    26  860 4694 50 51  0  0  0
16  0 106980 3314572 383788 2785460    0    0     0    78  825 3615 55 45  0  0  0
68  0 106980 3237596 383788 2785364    0    0     0    10  859 3701 48 52  0  0  0
82  0 106980 3206428 383788 2785400    0    0     0    76  846 3883 55 45  0  0  0
19  0 106980 3278876 383788 2785452    0    0     0     8  826 4049 53 47  0  0  0
68  0 106980 3072680 383788 2785472    0    0     0    44  818 2993 60 40  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0 106980 2801840 383788 2785480    0    0     0    62  890 3204 56 44  0  0  0
69  1 106980 3305152 383788 2785524    0    0     0   290  938 3713 67 33  0  0  0
73  0 106980 3502760 383788 2785376    0    0     0    96  846 4156 50 51  0  0  0
31  0 106980 3431788 383788 2785424    0    0     0     8  809 3646 53 47  0  0  0
79  0 106980 3502904 383788 2785456    0    0     0   274  830 3766 52 49  0  0  0
 0  0 106980 3482776 383788 2785464    0    0     0   110  433 1457 14 16 71  0  0
 0  0 106980 3482632 383788 2785540    0    0     0    14  308  634  2  1 97  0  0
 1  0 106980 3482384 383788 2785592    0    0     0    58  299  631  1  0 99  0  0
 0  0 106980 3681672 383788 2785636    0    0     0   296  411 1427  5  8 86  1  0
 0  0 106980 3677084 383788 2785636    0    0     0    78  278  554  1  0 99  0  0
 0  0 106980 3677084 383788 2785636    0    0     0    80  281  545  2  1 96  1  0
 0  0 106980 3683408 383788 2785480    0    0     0     8  284  575  1  2 98  0  0
 0  0 106980 3683532 383788 2785480    0    0     0    50  296  561  1  0 99  0  0
 0  0 106980 3683532 383788 2785500    0    0     0    64  279  541  1  1 99  0  0
 0  0 106980 3678696 383788 2785500    0    0     0    10  291  566  2  1 98  0  0
 0  0 106980 3683532 383788 2785508    0    0     0    18  308  616  1  1 98  0  0
 0  2 106980 3683532 383788 2785512    0    0     0    68  271  538  0  1 96  4  0
 0  0 106980 3683532 383788 2785532    0    0     0    34  297  562  0  0 96  3  0
 1  0 106980 3670876 383788 2785536    0    0     0    12  305  630  2  1 97  0  0
 0  0 106980 3683408 383788 2785556    0    0     0   440  350  658  1  2 95  3  0
 0  0 106980 3683284 383788 2785616    0    0     0    20  329  681  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3676216 383788 2785624    0    0     0    20  335  683  2  2 97  0  0
 2  0 106980 3664552 383788 2785740    0    0     0   126  341  682  2  2 97  0  0
 0  0 106980 3683036 383788 2785564    0    0     0     4  317  664  1  1 98  0  0
 0  0 106980 3678324 383788 2785588    0    0     0   100  301  644  1  1 95  3  0
 0  0 106980 3676712 383788 2785588    0    0     0     0  325  657  3  1 96  0  0
 0  0 106980 3683532 383788 2785600    0    0     0     8  330  661  1  1 98  0  0
 0  0 106980 3683452 383788 2785604    0    0     0    48  326  672  1  1 98  0  0
 0  0 106980 3683532 383788 2785620    0    0     0     0  328  656  1  1 99  0  0
 0  0 106980 3679316 383788 2785620    0    0     0    12  322  661  2  1 97  0  0
 0  0 106980 3679192 383788 2785620    0    0     0    32  307  616  1  0 99  0  0
 0  0 106980 3683656 383788 2785632    0    0     0     8  288  561  1  1 98  0  0
 0  0 106980 3683472 383788 2785636    0    0     0    64  303  615  0  1 99  0  0
 0  0 106980 3683532 383788 2785716    0    0     0     0  271  528  1  0 99  0  0
 0  0 106980 3679192 383788 2785716    0    0     0    10  287  548  1  0 98  1  0
 0  0 106980 3678448 383788 2785716    0    0     0    64  278  555  0  1 99  0  0
 0  0 106980 3683408 383788 2785732    0    0     0     8  284  573  1  2 98  0  0
 0  0 106980 3683480 383788 2785732    0    0     0   142  300  570  1  1 98  0  0
 0  0 106980 3683532 383788 2785760    0    0     0    70  272  533  0  1 99  0  0
 0  0 106980 3678200 383788 2785792    0    0     0   254  277  550  2  1 98  0  0
 0  0 106980 3676960 383788 2785792    0    0     0     0  281  547  3  1 96  0  0
 0  0 106980 3683656 383788 2785676    0    0     0    76  277  568  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3683512 383788 2785680    0    0     0     6  271  538  1  1 99  0  0
 0  0 106980 3683532 383788 2785696    0    0     0     8  274  535  1  0 99  0  0
 0  0 106980 3677812 383788 2785644    0    0     0    64  281  576  2  1 98  0  0
 0  0 106980 3683656 383788 2785624    0    0     0     8  275  567  1  1 98  0  0
 0  0 106980 3683532 383788 2785700    0    0     0    94  293  578  1  0 99  0  0
 0  0 106980 3683532 383788 2785704    0    0     0     2  274  537  0  1 99  0  0
 0  0 106980 3683344 383788 2785704    0    0     0     6  292  591  2  1 97  0  0
 0  0 106980 3683408 383788 2785728    0    0     0    68  291  525  0  0 99  1  0
 0  0 106980 3683408 383788 2785728    0    0     0     0  270  536  1  1 99  0  0
 0  0 106980 3683408 383788 2785740    0    0     0     4  267  542  0  1 99  0  0
 0  0 106980 3683240 383788 2785744    0    0     0    52  274  551  1  1 99  0  0
 0  0 106980 3681916 383788 2785784    0    0     0     6  272  540  1  0 99  0  0
 0  0 106980 3677420 383788 2785696    0    0     0    64  278  558  2  0 98  0  0
 0  0 106980 3676956 383788 2785692    0    0     0    96  276  538  3  1 97  0  0
 0  0 106980 3683156 383788 2785588    0    0     0    10  277  566  2  2 97  0  0
 0  0 106980 3683144 383788 2785592    0    0     0    68  271  540  1  1 99  1  0
 0  0 106980 3681356 383788 2785608    0    0     0     0  263  523  0  0 100  0  0
 0  0 106980 3681400 383788 2785608    0    0     0    20  288  578  2  1 97  0  0
 0  0 106980 3681480 383788 2785676    0    0     0    64  268  529  1  0 99  0  0
 0  0 106980 3681976 383788 2785692    0    0     0     4  286  560  1  1 98  0  0
 0  0 106980 3682380 383788 2785692    0    0     0   216  280  544  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3679056 383788 2785708    0    0     0    42  262  525  1  1 99  0  0
 0  0 106980 3675212 383788 2785708    0    0     0     0  278  538  2  1 98  0  0
 0  0 106980 3674592 383788 2785708    0    0     0    10  273  549  0  0 99  1  0
 0  0 106980 3680916 383788 2785720    0    0     0    48  279  566  1  1 98  0  0
 0  0 106980 3680724 383788 2785720    0    0     0    42  277  544  1  0 99  0  0
 0  0 106980 3680792 383788 2785736    0    0     0    10  276  548  1  0 99  0  0
 0  0 106980 3675956 383788 2785748    0    0     0    98  278  548  1  1 98  1  0
 0  0 106980 3675460 383788 2785760    0    0     0     0  260  534  3  0 97  0  0
 0  0 106980 3679304 383788 2785676    0    0     0     8  267  553  2  2 97  0  0
 0  0 106980 3681636 383788 2785680    0    0     0   172  262  540  1  1 99  0  0
 0  0 106980 3680604 383788 2785716    0    0     0     4  254  528  1  0 99  0  0
 0  0 106980 3675768 383788 2785716    0    0     0     2  255  536  1  1 98  0  0
 0  0 106980 3681100 383788 2785772    0    0     0    70  250  538  1  1 98  0  0
 0  0 106980 3681040 383788 2785780    0    0     0     4  255  526  1  1 98  0  0
 0  0 106980 3681100 383788 2785796    0    0     0     6  241  500  0  1 99  0  0
 0  0 106980 3680912 383788 2785800    0    0     0    52  264  569  1  1 97  1  0
 0  0 106980 3680976 383788 2785808    0    0     0     0  267  500  1  0 99  0  0
 0  0 106980 3680976 383788 2785808    0    0     0    40  250  515  0  1 99  0  0
 0  0 106980 3680976 383788 2785820    0    0     0     4  246  517  1  1 99  0  0
 0  0 106980 3680900 383788 2785824    0    0     0    12  255  533  1  1 98  0  0
 0  0 106980 3680932 383788 2785840    0    0     0    58  247  525  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3675892 383788 2785864    0    0     0     4  259  544  2  0 98  0  0
 0  0 106980 3674032 383788 2785884    0    0     0    26  264  536  3  2 96  0  0
 0  0 106980 3681204 383788 2785688    0    0     0    80  265  570  2  1 97  0  0
 1  0 106980 3681040 383788 2785764    0    0     0    22  250  522  1  1 98  0  0
 0  1 106980 3681100 383788 2785740    0    0     0    24  243  518  1  1 99  1  0
 1  0 106980 3676264 383788 2785740    0    0     0   206  237  495  2  1 98  0  0
 0  0 106980 3676264 383788 2785740    0    0     0     0  220  484  1  0 99  0  0
 0  0 106980 3680976 383788 2785752    0    0     0    14  237  523  1  1 98  0  0
 0  0 106980 3680892 383788 2785756    0    0     0    60  254  545  1  2 97  0  0
 0  0 106980 3680976 383788 2785776    0    0     0     0  221  487  0  1 99  0  0
 0  0 106980 3676264 383788 2785776    0    0     0     6  240  499  1  0 99  0  0
 0  0 106980 3675644 383788 2785776    0    0     0    44  243  522  1  1 99  0  0
 0  0 106980 3680976 383788 2785788    0    0     0     8  235  524  0  2 98  0  0
 0  0 106980 3680948 383788 2785788    0    0     0   388  261  532  1  1 98  0  0
 0  1 106980 3679016 383788 2785808    0    0     0    78  229  495  1  0 91  8  0
 0  0 106980 3674680 383788 2785808    0    0     0     4  250  545  2  1 96  2  0
 0  0 106980 3679268 383788 2785920    0    0     0    18  276  568  3  1 96  0  0
 1  0 106980 3679640 383788 2785932    0    0     0    72  258  544  2  1 97  0  0
 0  0 106980 3679568 383788 2785932    0    0     0    10  256  534  1  1 98  0  0
 0  0 106980 3679448 383788 2785952    0    0     0    12  250  516  0  0 100  0  0
 0  0 106980 3674616 383788 2785952    0    0     0    32  257  531  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3679824 383788 2785776    0    0     0    32  267  553  2  0 98  0  0
 0  0 106980 3679532 383788 2785776    0    0     0    10  281  576  1  1 98  1  0
 0  0 106980 3679576 383788 2785796    0    0     0    66  246  508  0  0 100  0  0
 0  0 106980 3679668 383788 2785796    0    0     0    10  272  579  1  1 98  0  0
 0  0 106980 3679700 383788 2785808    0    0     0     6  252  501  0  0 100  0  0
 0  0 106980 3679700 383788 2785808    0    0     0    48  249  519  1  0 99  0  0
 0  0 106980 3679700 383788 2785820    0    0     0     4  258  528  1  1 98  0  0
 0  0 106980 3679556 383788 2785820    0    0     0    20  250  530  0  1 99  0  0
 0  0 106980 3680504 383788 2785928    0    0     0   106  258  557  1  1 98  1  0
 0  0 106980 3675732 383788 2785908    0    0     0     0  241  517  1  1 98  0  0
 0  0 106980 3675484 383788 2785936    0    0     0   108  251  536  3  0 97  0  0
 0  0 106980 3679328 383788 2785968    0    0     0    66  250  536  2  1 95  2  0
 0  0 106980 3681148 383788 2785972    0    0     0    30  236  512  1  1 99  0  0
 0  0 106980 3681188 383788 2785988    0    0     0     0  231  486  0  0 100  0  0
 0  0 106980 3676228 383788 2785988    0    0     0    48  224  495  1  1 98  0  0
 0  0 106980 3676228 383788 2785988    0    0     0     4  225  486  1  0 99  0  0
 0  0 106980 3681188 383788 2785884    0    0     0    66  234  533  1  2 97  0  0
 0  0 106980 3681148 383788 2785884    0    0     0     4  234  506  1  1 99  0  0
 0  0 106980 3681188 383788 2785904    0    0     0     0  225  489  1  1 99  0  0
 0  0 106980 3676352 383788 2785904    0    0     0    28  242  504  2  0 98  0  0
 0  0 106980 3676352 383788 2785904    0    0     0    12  235  521  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3681164 383788 2785912    0    0     0     8  247  542  2  1 98  0  0
 0  0 106980 3681064 383788 2785984    0    0     0   102  268  557  1  1 98  1  0
 0  0 106980 3681052 383788 2785988    0    0     0    38  253  528  1  1 99  0  0
 0  0 106980 3676568 383788 2785988    0    0     0     0  246  520  2  1 98  0  0
 0  0 106980 3675980 383788 2785988    0    0     0    74  279  547  3  0 97  0  0
 0  0 106980 3680940 383788 2786028    0    0     0     6  265  546  0  1 99  0  0
 0  0 106980 3680936 383788 2786028    0    0     0   102  261  553  2  1 98  0  0
 0  0 106980 3679700 383788 2785980    0    0     0    76  249  527  1  1 98  1  0
 0  0 106980 3675360 383788 2785980    0    0     0     4  256  532  1  1 98  0  0
 0  0 106980 3680940 383788 2785984    0    0     0     8  250  548  1  1 98  0  0
 0  0 106980 3681016 383788 2785988    0    0     0    72  253  542  1  1 98  0  0
 0  0 106980 3681064 383788 2786008    0    0     0   240  245  501  1  0 99  0  0
 0  0 106980 3681248 383788 2785956    0    0     0    10  271  583  3  1 96  0  0
 0  0 106980 3681312 383788 2785896    0    0     0    60  258  504  0  1 99  1  0
 0  0 106980 3681012 383788 2785896    0    0     0    10  263  546  1  1 98  0  0
 2  0 106980 3681060 383788 2785972    0    0     0     2  250  515  1  1 99  0  0
 0  0 106980 3681156 383788 2785972    0    0     0    76  285  591  1  1 98  0  0
 0  0 106980 3681188 383788 2785988    0    0     0     0  247  506  1  0 99  0  0
 0  0 106980 3676724 383788 2785988    0    0     0     6  244  519  2  0 98  0  0
 0  0 106980 3676344 383788 2785988    0    0     0    60  252  522  3  1 97  0  0
 0  0 106980 3680920 383788 2786012    0    0     0     8  244  531  1  2 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3680876 383788 2786012    0    0     0    32  240  510  2  1 98  0  0
 0  0 106980 3680940 383788 2786060    0    0     0    76  237  499  0  1 99  1  0
 0  0 106980 3675360 383788 2786060    0    0     0     6  231  511  2  1 97  0  0
 0  0 106980 3675360 383788 2786060    0    0     0   322  226  483  0  0 100  0  0
 0  0 106980 3681064 383788 2786072    0    0     0    62  236  529  1  1 98  0  0
 0  0 106980 3681084 383788 2786072    0    0     0     4  236  511  1  1 99  0  0
 0  0 106980 3681120 383788 2786092    0    0     0     0  224  486  1  0 99  0  0
 0  0 106980 3680996 383788 2786048    0    0     0    76  258  559  3  1 97  0  0
 0  0 106980 3680996 383788 2786048    0    0     0    10  235  520  1  1 99  0  0
 0  0 106980 3680996 383788 2786060    0    0     0     6  268  553  1  1 98  0  0
 0  0 106980 3680916 383788 2786060    0    0     0    72  272  558  1  0 99  0  0
 0  0 106980 3680996 383788 2786084    0    0     0     2  272  551  1  1 99  0  0
 0  0 106980 3680932 383788 2786088    0    0     0    26  293  597  2  2 97  0  0
