procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3710880 383724 2758724    0    0     0   110  230  497  0  1 99  0  0
 1  0 106980 3710384 383724 2758744    0    0     0     8  239  528  1  1 98  0  0
 1  0 106980 3710344 383724 2758744    0    0     0     4  233  496  1  1 99  0  0
 1  0 106980 3710384 383724 2758760    0    0     0    54  225  489  0  0 99  1  0
 1  0 106980 3710384 383724 2758760    0    0     0     0  230  506  1  1 98  0  0
107  0 106980 3553224 383724 2758804    0    0     0    10  563 2081 38 23 39  0  0
89  0 106980 3423452 383724 2758704    0    0     0    92  790 3306 65 36  0  0  0
108  0 106980 3268608 383724 2758688    0    0     0    10  819 3196 74 26  0  0  0
93  0 106980 3289712 383724 2759520    0    0     0   106  878 4451 72 29  0  0  0
68  0 106980 3348448 383724 2758704    0    0     0   120  840 4544 73 27  0  0  0
87  0 106980 3413136 383724 2758748    0    0     0   538  835 4569 72 28  0  0  0
134  0 106980 3391296 383724 2758776    0    0     0    58  798 3722 74 26  0  0  0
61  0 106980 3361144 383728 2758716    0    0     0    66  871 5152 64 37  0  0  0
125  0 106980 3462636 383728 2758820    0    0     0     8  876 5051 66 35  0  0  0
123  0 106980 3511416 383728 2758852    0    0     0    86  871 4302 72 28  0  0  0
114  0 106980 3480476 383728 2758872    0    0     0    30  786 3306 75 25  0  0  0
110  0 106980 3522612 383728 2758900    0    0     0    56  765 3117 83 17  0  0  0
137  0 106980 3457216 383728 2759428    0    0     0     8  756 2697 83 18  0  0  0
55  0 106980 3531452 383728 2758896    0    0     0    78 1024 5789 58 42  0  0  0
73  0 106980 3280708 383728 2758928    0    0     0    76  854 4179 53 48  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
74  0 106980 3001192 383728 2758956    0    0     0    30  913 4032 60 40  0  0  0
65  0 106980 2926552 383728 2759020    0    0     0   924 1068 5225 48 52  0  0  0
91  0 106980 3032600 383728 2759100    0    0     0     8  955 5745 55 45  0  0  0
81  0 106980 3193148 383728 2759068    0    0     0   434  931 6031 53 47  0  0  0
69  0 106980 3160768 383728 2759092    0    0     0   100  894 4847 52 48  0  0  0
85  0 106980 3218980 383728 2758972    0    0     0   270  929 5310 55 45  0  0  0
80  0 106980 3300328 383728 2759052    0    0     0    94  883 5220 52 48  0  0  0
 3  0 106980 3145972 383732 2759036    0    0     0    52  819 4051 60 40  0  0  0
100  0 106980 3022988 383732 2759092    0    0     0    70  899 4443 53 48  0  0  0
92  0 106980 3141204 383732 2759128    0    0     0    84  945 5562 49 52  0  0  0
76  0 106980 3279204 383732 2759172    0    0     0    82  857 5352 53 47  0  0  0
67  0 106980 3148236 383732 2759216    0    0     0    68  849 3866 55 45  0  0  0
106  0 106980 2970220 383732 2759684    0    0     0   418  873 3278 64 36  0  0  0
25  0 106980 3113220 383732 2759092    0    0     0    20  884 4091 73 27  0  0  0
23  0 106980 3307760 383732 2759128    0    0     0     6  876 5244 55 45  0  0  0
87  0 106980 3544476 383732 2759172    0    0     0   212  849 4953 58 42  0  0  0
37  0 106980 3292472 383732 2759212    0    0     0    10  801 3727 57 43  0  0  0
27  0 106980 3265368 383732 2759240    0    0     0    10  849 4442 55 45  0  0  0
62  0 106980 3187272 383732 2759336    0    0     0   132  861 4297 53 47  0  0  0
77  0 106980 3290260 383732 2759264    0    0     0    18  842 4921 47 53  0  0  0
89  0 106980 3084696 383732 2759352    0    0     0   208  844 3831 58 42  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 106980 3103404 383732 2759376    0    0     0    12  892 4407 57 43  0  0  0
75  0 106980 3161428 383732 2759356    0    0     0     8  817 4145 59 41  0  0  0
78  0 106980 3153012 383732 2759284    0    0     0   128  851 4488 49 51  0  0  0
56  0 106980 3120684 383732 2759312    0    0     0     8  888 4428 53 47  0  0  0
87  0 106980 3013524 383732 2759344    0    0     0    78  888 4378 49 51  0  0  0
58  0 106980 3352984 383732 2759400    0    0     0     8  892 5368 45 56  0  0  0
98  0 106980 3397572 383732 2759440    0    0     0    14 1099 4817 54 46  0  0  0
79  0 106980 3548552 383732 2759496    0    0     0    84  858 4827 46 55  0  0  0
84  0 106980 3457420 383732 2759524    0    0     0    10  953 4145 52 48  0  0  0
69  0 106980 3548248 383732 2759452    0    0     0    64  827 4384 55 46  0  0  0
70  0 106980 3512692 383732 2759524    0    0     0    24  816 3937 55 46  0  0  0
116  0 106980 3577388 383732 2759468    0    0     0     2  774 3526 62 38  0  0  0
100  0 106980 3525688 383732 2759556    0    0     0   158  760 2950 66 34  0  0  0
10  0 106980 3374320 383732 2759604    0    0     0     4  792 3685 51 49  0  0  0
51  0 106980 3244332 383732 2759476    0    0     0   108  818 3619 54 47  0  0  0
48  0 106980 3324080 383732 2759508    0    0     0    14  845 4261 54 46  0  0  0
36  0 106980 3199132 383732 2759548    0    0     0     2  802 3522 51 49  0  0  0
64  0 106980 3090184 383732 2759576    0    0     0   138  850 3881 54 47  0  0  0
77  0 106980 3375392 383732 2759512    0    0     0    10  835 4894 50 50  0  0  0
70  0 106980 3334732 383732 2759568    0    0     0    82  929 4132 52 49  0  0  0
 3  0 106980 3113776 383732 2759604    0    0     0    12  778 3036 61 40  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
95  0 106980 2909728 383732 2759624    0    0     0    14  828 3281 53 47  0  0  0
24  0 106980 2981096 383732 2759672    0    0     0    74  906 4410 57 43  0  0  0
17  0 106980 3380236 383732 2759708    0    0     0     8  832 4849 53 47  0  0  0
39  1 106980 3581720 383732 2759620    0    0     0    52  792 4210 51 49  0  0  0
52  0 106980 3462272 383732 2759684    0    0     0    30  801 3710 52 48  0  0  0
78  1 106980 3355660 383732 2759800    0    0     0     8  787 3571 53 47  0  0  0
73  0 106980 3289432 383732 2759844    0    0     0   158  794 3663 57 44  0  0  0
 2  0 106980 3127628 383732 2759788    0    0     0     2  782 3097 63 37  0  0  0
 2  0 106980 3066660 383732 2759808    0    0     0   388  847 3335 60 40  0  0  0
79  0 106980 3255860 383732 2759728    0    0     0    92  946 3629 64 36  0  0  0
86  0 106980 3561768 383732 2759776    0    0     0     8  811 4502 51 49  0  0  0
20  0 106980 3458712 383732 2759816    0    0     0   100  796 3589 52 48  0  0  0
 0  0 106980 3512572 383732 2759840    0    0     0     8  749 3581 50 41  9  0  0
 0  0 106980 3512580 383732 2759844    0    0     0    66  288  578  1  1 99  0  0
 0  0 106980 3511712 383732 2759852    0    0     0    56  307  648  2  1 97  0  0
 0  2 106980 3710700 383732 2759740    0    0     0   164  355 1295  4  7 85  4  0
 0  0 106980 3711848 383732 2759772    0    0     0    66  253  528  1  1 98  0  0
 0  0 106980 3711848 383732 2759772    0    0     0    60  250  523  1  1 99  0  0
 0  0 106980 3711600 383732 2759840    0    0     0    46  270  570  4  1 95  1  0
 1  0 106980 3711600 383732 2759852    0    0     0     6  253  539  0  2 98  0  0
 1  0 106980 3711672 383732 2759756    0    0     0   110  250  543  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3711724 383732 2759772    0    0     0    58  241  507  1  1 99  0  0
 1  0 106980 3711104 383732 2759800    0    0     0     2  250  567  1  1 99  0  0
 1  0 106980 3710112 383732 2759716    0    0     0   560  260  550  2  1 97  0  0
 1  0 106980 3711796 383732 2759724    0    0     0     6  246  522  1  1 98  0  0
 1  0 106980 3711848 383732 2759740    0    0     0    66  246  506  1  0 99  0  0
 1  0 106980 3711724 383732 2759748    0    0     0   204  281  550  1  1 97  1  0
 1  0 106980 3711724 383732 2759748    0    0     0     0  240  489  0  0 100  0  0
 1  0 106980 3711708 383732 2759744    0    0     0    68  267  530  2  1 97  0  0
 1  0 106980 3711848 383732 2759712    0    0     0    18  259  536  1  0 99  0  0
 1  0 106980 3711812 383732 2759716    0    0     0    10  258  529  1  1 99  0  0
 1  0 106980 3711592 383732 2759752    0    0     0   112  262  551  1  1 99  0  0
 1  0 106980 3711600 383732 2759804    0    0     0     0  242  510  0  1 99  0  0
 1  0 106980 3711600 383732 2759804    0    0     0    32  252  521  3  1 96  0  0
 1  0 106980 3711724 383732 2759832    0    0     0    58  235  511  0  1 99  0  0
 1  0 106980 3711712 383732 2759832    0    0     0    10  230  505  0  1 99  0  0
 0  0 106980 3711724 383732 2759832    0    0     0   602  275  605  2  0 98  0  0
 1  0 106980 3711352 383732 2759832    0    0     0     2  269  597  1  1 99  0  0
 1  0 106980 3711352 383732 2759848    0    0     0   318  281  607  1  1 99  0  0
 1  0 106980 3712344 383732 2759780    0    0     0    88  292  642  2  1 91  5  0
 1  0 106980 3710856 383732 2759780    0    0     0     0  282  616  1  0 99  0  0
 1  0 106980 3710732 383732 2759780    0    0     0    34  301  611  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3710732 383732 2759780    0    0     0    24  302  647  0  1 99  0  0
 1  0 106980 3710732 383732 2759780    0    0     0   116  287  625  1  0 94  5  0
 1  0 106980 3712468 383732 2759804    0    0     0     8  302  643  2  1 98  0  0
 1  0 106980 3712344 383732 2759872    0    0     0    66  321  665  1  1 98  0  0
 1  0 106980 3712344 383732 2759872    0    0     0   510  303  630  1  1 99  0  0
 1  0 106980 3712344 383732 2759872    0    0     0     0  305  634  2  1 98  0  0
 1  0 106980 3712344 383732 2759872    0    0     0    42  282  562  3  1 97  0  0
 1  0 106980 3712344 383732 2759884    0    0     0     8  268  543  0  1 99  0  0
 1  0 106980 3712128 383732 2759888    0    0     0    14  272  551  1  1 99  0  0
 1  0 106980 3712220 383732 2759908    0    0     0    88  266  528  1  0 99  0  0
 2  0 106980 3712096 383732 2759908    0    0     0     2  261  540  1  0 99  0  0
 1  0 106980 3711836 383732 2759940    0    0     0    30  276  565  1  1 98  0  0
 1  0 106980 3710452 383732 2759984    0    0     0    66  267  555  2  1 98  1  0
 0  0 106980 3710360 383732 2759984    0    0     0     0  257  523  1  0 99  0  0
 1  0 106980 3712096 383732 2759876    0    0     0   300  300  583  1  2 97  0  0
 1  0 106980 3712096 383732 2759876    0    0     0    66  264  525  0  0 100  0  0
 3  0 106980 3712068 383732 2759900    0    0     0    10  287  555  1  1 99  0  0
 2  0 106980 3712096 383732 2759956    0    0     0     6  284  548  1  1 99  0  0
 0  0 106980 3712096 383732 2759956    0    0     0    58  282  543  1  0 99  1  0
 1  0 106980 3712096 383732 2759956    0    0     0   120  275  527  1  1 99  0  0
 1  0 106980 3712096 383732 2759956    0    0     0     0  266  524  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3712096 383732 2759956    0    0     0    24  275  544  3  1 97  0  0
 1  0 106980 3711972 383732 2759980    0    0     0     2  274  547  1  1 98  0  0
 1  0 106980 3711916 383732 2759984    0    0     0     4  277  545  1  1 99  0  0
 1  0 106980 3711972 383732 2760000    0    0     0    98  282  567  1  1 99  0  0
 0  0 106980 3711972 383732 2760000    0    0     0     2  267  532  1  0 99  0  0
 1  0 106980 3711972 383732 2760000    0    0     0    30  284  570  0  0 92  7  0
 1  0 106980 3712096 383732 2760052    0    0     0    72  274  559  1  1 98  0  0
 0  0 106980 3712040 383732 2760056    0    0     0     4  275  562  2  1 98  0  0
 1  0 106980 3712096 383732 2760072    0    0     0    10  277  527  1  1 99  0  0
 0  0 106980 3711848 383732 2760140    0    0     0    64  311  630  2  2 97  0  0
 0  0 106980 3711848 383732 2760140    0    0     0   278  273  532  1  1 99  0  0
 1  0 106980 3711848 383732 2760152    0    0     0    64  267  547  1  1 98  0  0
 1  0 106980 3711940 383732 2760104    0    0     0    14  262  541  1  1 98  0  0
 1  0 106980 3711972 383732 2760012    0    0     0    10  248  507  0  1 99  0  0
 1  0 106980 3711972 383732 2760012    0    0     0    58  263  535  1  0 98  0  0
 1  0 106980 3711972 383732 2760012    0    0     0     2  274  542  2  0 98  0  0
 1  0 106980 3711972 383732 2760020    0    0     0     8  271  549  1  1 98  0  0
 1  0 106980 3711904 383732 2760024    0    0     0    48  276  556  0  1 99  0  0
 1  0 106980 3711972 383732 2760040    0    0     0    92  270  530  0  0 100  0  0
 1  0 106980 3711600 383732 2759956    0    0     0    12  278  571  2  1 97  0  0
 1  0 106980 3711972 383732 2759960    0    0     0    98  272  554  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3711972 383732 2760004    0    0     0     4  270  550  1  1 98  0  0
 1  0 106980 3712056 383732 2760012    0    0     0    72  272  564  1  1 98  1  0
 1  0 106980 3711724 383732 2759988    0    0     0    50  269  544  1  0 99  0  0
 1  0 106980 3710360 383732 2759996    0    0     0     8  255  535  1  1 98  0  0
 1  0 106980 3707260 383732 2759996    0    0     0    82  249  526  2  0 98  0  0
 1  0 106980 3711724 383732 2760008    0    0     0     6  257  536  1  1 99  0  0
 1  0 106980 3711648 383732 2759900    0    0     0     8  252  541  2  0 98  0  0
 1  0 106980 3711724 383732 2759912    0    0     0    62  234  491  1  0 99  0  0
 1  0 106980 3711724 383732 2759912    0    0     0     0  241  509  1  1 99  0  0
 1  0 106980 3711228 383732 2759912    0    0     0     2  262  542  3  1 97  0  0
 1  0 106980 3711712 383732 2759924    0    0     0    56  264  561  1  1 98  1  0
 0  0 106980 3711552 383732 2759928    0    0     0     4  258  520  1  1 99  0  0
 1  0 106980 3711600 383736 2759944    0    0     0    58  264  545  1  1 99  0  0
 2  0 106980 3711600 383736 2759944    0    0     0    34  247  505  0  0 100  0  0
 0  0 106980 3711600 383736 2759948    0    0     0   654  261  523  0  1 99  0  0
 1  0 106980 3711972 383736 2759912    0    0     0    24  268  587  2  1 98  0  0
 1  0 106980 3711972 383736 2759924    0    0     0    86  254  525  1  0 99  1  0
 1  0 106980 3711848 383736 2759936    0    0     0    24  257  524  1  1 99  0  0
 1  0 106980 3709492 383736 2759956    0    0     0     2  249  512  1  1 99  0  0
 1  0 106980 3709492 383736 2759956    0    0     0    80  250  516  1  0 99  0  0
 2  0 106980 3712096 383736 2759972    0    0     0     8  261  555  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3712016 383736 2759972    0    0     0     4  270  536  0  1 99  0  0
 1  0 106980 3712096 383736 2759988    0    0     0   364  303  598  1  0 99  0  0
 1  0 106980 3712096 383736 2759988    0    0     0     0  272  542  0  0 100  0  0
 2  0 106980 3712096 383736 2759988    0    0     0     6  272  540  2  1 97  1  0
 0  0 106980 3711972 383736 2760000    0    0     0    42  276  560  1  0 99  0  0
 1  0 106980 3711916 383736 2760004    0    0     0     4  267  548  0  1 99  0  0
 1  0 106980 3711972 383736 2760020    0    0     0    26  272  561  1  0 99  0  0
 0  0 106980 3712020 383736 2760024    0    0     0    76  263  575  2  1 97  0  0
 0  0 106980 3712096 383736 2759952    0    0     0     6  250  528  1  0 99  0  0
 1  0 106980 3712032 383736 2759960    0    0     0    86  253  536  1  1 98  0  0
 1  0 106980 3712096 383736 2759992    0    0     0     2  248  522  1  0 99  0  0
 1  0 106980 3711848 383736 2760004    0    0     0   112  281  571  1  1 98  0  0
 1  0 106980 3711848 383736 2760036    0    0     0    84  245  504  0  0 99  0  0
 1  0 106980 3709616 383736 2760036    0    0     0    24  254  528  1  0 99  0  0
 1  0 106980 3712096 383736 2760048    0    0     0    10  260  542  1  1 98  0  0
 1  0 106980 3712048 383736 2760052    0    0     0    54  259  529  0  1 99  0  0
 1  0 106980 3712096 383736 2760072    0    0     0     8  251  513  1  0 99  0  0
 1  0 106980 3712096 383736 2760072    0    0     0     0  264  532  1  0 99  0  0
 1  0 106980 3712096 383736 2760072    0    0     0    32  274  543  3  0 97  0  0
 1  0 106980 3711972 383736 2760080    0    0     0     8  267  547  0  1 99  0  0
 1  0 106980 3711928 383736 2760084    0    0     0    10  283  570  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3711848 383736 2760116    0    0     0    78  287  569  0  1 98  2  0
 1  0 106980 3711848 383736 2760116    0    0     0     0  274  540  1  0 99  0  0
 0  0 106980 3711848 383736 2760116    0    0     0   358  273  546  0  0 100  0  0
 1  0 106980 3711960 383736 2760064    0    0     0    78  278  584  1  2 98  0  0
 1  0 106980 3711796 383736 2760064    0    0     0     4  269  541  0  1 99  0  0
 1  0 106980 3711724 383736 2760120    0    0     0     0  286  540  1  1 99  0  0
 1  0 106980 3711352 383736 2760120    0    0     0    64  251  533  0  1 99  0  0
 1  0 106980 3711352 383736 2760120    0    0     0   114  254  508  1  0 99  0  0
 1  0 106980 3711848 383736 2760136    0    0     0     8  266  563  0  1 99  0  0
 1  0 106980 3711672 383736 2760136    0    0     0    60  285  555  1  1 99  1  0
 1  0 106980 3711724 383736 2760152    0    0     0     0  266  527  1  1 99  0  0
 1  0 106980 3711724 383736 2760152    0    0     0     6  277  550  1  0 99  0  0
 1  0 106980 3711724 383736 2760152    0    0     0    28  280  542  3  0 97  0  0
 1  0 106980 3711848 383736 2760184    0    0     0    16  278  574  1  1 98  0  0
 1  0 106980 3711680 383736 2760276    0    0     0     4  268  545  0  1 99  0  0
 1  0 106980 3711724 383736 2760252    0    0     0    62  273  552  1  0 99  0  0
 1  0 106980 3711724 383736 2760252    0    0     0     2  267  559  0  1 99  0  0
 1  0 106980 3711724 383736 2760256    0    0     0     8  275  557  1  1 99  1  0
 0  0 106980 3711668 383736 2760260    0    0     0    78  282  562  0  1 99  0  0
 0  0 106980 3711724 383736 2760276    0    0     0    26  272  538  1  1 99  0  0
 1  0 106980 3711724 383736 2760140    0    0     0   456  296  598  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3709492 383736 2760160    0    0     0     0  273  537  1  1 99  0  0
 1  0 106980 3709492 383736 2760160    0    0     0    10  263  525  0  0 100  0  0
 1  0 106980 3711848 383736 2760172    0    0     0    48  270  558  0  1 98  0  0
 1  0 106980 3711796 383736 2760176    0    0     0     4  267  532  1  0 99  0  0
 1  0 106980 3711848 383736 2760192    0    0     0    88  266  521  0  1 99  0  0
 2  0 106980 3711848 383736 2760192    0    0     0    42  276  547  2  0 98  0  0
 0  0 106980 3711724 383736 2760264    0    0     0    14  283  569  3  1 96  0  0
 2  0 106980 3711724 383736 2760276    0    0     0    58  266  552  1  1 99  0  0
 0  0 106980 3711632 383736 2760276    0    0     0     4  254  529  1  1 99  0  0
 0  0 106980 3711724 383736 2760292    0    0     0    26  260  540  1  1 99  0  0
 0  0 106980 3711724 383736 2760292    0    0     0    34  244  511  0  0 100  0  0
 0  0 106980 3711724 383736 2760292    0    0     0    34  261  529  0  0 99  0  0
 0  0 106980 3711680 383736 2760308    0    0     0    18  259  564  1  1 91  8  0
 0  0 106980 3711688 383736 2760308    0    0     0    76  250  531  1  1 99  0  0
 0  0 106980 3711724 383736 2760324    0    0     0     0  278  537  0  0 100  0  0
 0  0 106980 3711104 383736 2760340    0    0     0     0  248  513  1  0 99  0  0
 0  0 106980 3709952 383736 2760276    0    0     0   554  281  565  2  1 97  1  0
 0  0 106980 3710112 383736 2760144    0    0     0     8  291  591  2  2 97  0  0
 0  0 106980 3711916 383736 2760144    0    0     0    90  278  581  1  1 98  0  0
 0  0 106980 3711792 383736 2760284    0    0     0    16  271  546  1  1 98  0  0
 0  0 106980 3708004 383736 2760252    0    0     0     4  266  570  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3711848 383736 2760260    0    0     0    66  276  547  3  1 96  0  0
 0  0 106980 3707756 383736 2760272    0    0     0     4  260  535  1  1 98  0  0
 0  0 106980 3711444 383736 2760276    0    0     0    38  253  541  1  1 99  0  0
 0  0 106980 3711476 383736 2760292    0    0     0     4  254  516  0  1 99  0  0
 0  0 106980 3711476 383736 2760292    0    0     0     2  258  534  1  0 99  0  0
 1  0 106980 3711600 383736 2760296    0    0     0    64  267  540  1  1 98  0  0
 1  0 106980 3711568 383736 2760304    0    0     0     4  259  530  1  0 98  0  0
 1  0 106980 3711600 383736 2760320    0    0     0    34  257  514  1  1 99  0  0
 1  0 106980 3711724 383736 2760204    0    0     0    40  285  571  2  1 97  0  0
 2  0 106980 3711600 383736 2760228    0    0     0     0  253  519  1  0 99  0  0
 1  0 106980 3711600 383736 2760248    0    0     0    78  256  527  1  0 99  1  0
 1  0 106980 3711724 383736 2760260    0    0     0    10  264  560  1  1 98  0  0
 0  0 106980 3711724 383736 2760216    0    0     0    18  279  542  1  1 98  0  0
 1  0 106980 3711724 383736 2760216    0    0     0   656  276  540  1  1 99  0  0
 1  0 106980 3711724 383736 2760216    0    0     0     0  256  513  1  1 99  0  0
 1  0 106980 3711724 383736 2760216    0    0     0    22  256  520  2  0 98  0  0
 0  0 106980 3711848 383736 2760236    0    0     0    24  261  532  1  1 98  0  0
 1  0 106980 3711668 383736 2760240    0    0     0     4  254  522  1  1 99  0  0
 1  0 106980 3709424 383736 2760256    0    0     0    58  265  539  1  1 99  1  0
 1  0 106980 3709424 383736 2760256    0    0     0     0  251  508  1  0 99  0  0
 1  0 106980 3709424 383736 2760256    0    0     0    32  260  521  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3709424 383736 2760268    0    0     0    52  263  541  1  1 97  2  0
 1  0 106980 3710360 383736 2760272    0    0     0    14  257  529  1  1 99  0  0
 1  0 106980 3710416 383736 2760288    0    0     0     0  255  507  1  0 99  0  0
 1  0 106980 3710416 383736 2760288    0    0     0    60  287  590  1  1 98  0  0
 1  0 106980 3710736 383736 2760264    0    0     0   382  280  582  2  1 97  0  0
 1  0 106980 3709176 383736 2760292    0    0     0     2  276  558  1  0 99  0  0
 1  0 106980 3710980 383736 2760296    0    0     0    96  281  547  0  1 98  1  0
 2  0 106980 3707992 383736 2760316    0    0     0    24  271  520  0  0 100  0  0
 1  0 106980 3707992 383736 2760316    0    0     0     2  278  538  1  1 99  0  0
 2  0 106980 3707992 383736 2760316    0    0     0   174  290  543  2  1 97  0  0
 2  0 106980 3709604 383736 2760328    0    0     0     8  277  547  1  0 99  0  0
 1  0 106980 3709424 383736 2760332    0    0     0     4  284  550  1  1 99  0  0
 1  0 106980 3709480 383736 2760348    0    0     0    54  274  532  0  0 100  0  0
 1  0 106980 3709480 383736 2760348    0    0     0     2  276  549  1  0 99  0  0
 1  0 106980 3709604 383736 2760352    0    0     0     6  283  553  1  1 99  0  0
 1  0 106980 3710100 383736 2760356    0    0     0    60  263  537  0  1 99  0  0
 1  0 106980 3710100 383736 2760372    0    0     0     0  233  499  1  1 99  0  0
 1  0 106980 3709540 383736 2760380    0    0     0    90  261  562  1  1 98  1  0
 1  0 106980 3709392 383736 2760472    0    0     0    10  231  495  1  1 99  0  0
 1  0 106980 3709292 383736 2760468    0    0     0    20  234  505  0  0 100  0  0
 0  0 106980 3709664 383736 2760316    0    0     0    90  251  547  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3709964 383736 2760348    0    0     0    10  242  510  1  0 98  0  0
 1  0 106980 3708424 383736 2760368    0    0     0    14  235  502  1  1 98  0  0
 1  0 106980 3708176 383736 2760368    0    0     0    56  248  510  1  0 99  0  0
 1  0 106980 3708176 383736 2760368    0    0     0     0  256  510  3  0 97  0  0
 1  0 106980 3710284 383736 2760380    0    0     0     8  257  529  0  1 98  0  0
 1  0 106980 3710264 383736 2760384    0    0     0    44  263  530  1  0 99  1  0
 1  0 106980 3710408 383736 2760400    0    0     0   110  269  531  0  1 99  0  0
 1  0 106980 3710408 383736 2760400    0    0     0     0  245  504  1  1 99  0  0
 1  0 106980 3710284 383736 2760400    0    0     0    70  261  529  1  0 99  0  0
 1  0 106980 3710408 383736 2760412    0    0     0    10  259  548  1  1 98  0  0
 1  0 106980 3710096 383736 2760528    0    0     0    10  257  536  2  0 98  0  0
 1  0 106980 3710160 383736 2760504    0    0     0    66  251  518  0  0 99  1  0
 1  0 106980 3710160 383736 2760504    0    0     0     0  274  568  1  0 99  0  0
 1  0 106980 3710160 383736 2760504    0    0     0    26  257  537  1  1 99  0  0
 1  0 106980 3710284 383736 2760552    0    0     0    80  258  562  1  1 97  2  0
 1  0 106980 3710384 383736 2760556    0    0     0    10  275  570  1  1 98  0  0
 1  0 106980 3708544 383736 2760572    0    0     0   350  265  521  1  0 99  0  0
 1  0 106980 3708420 383736 2760572    0    0     0    38  268  536  1  1 99  0  0
 1  0 106980 3708420 383736 2760572    0    0     0     0  257  518  2  0 98  0  0
 1  0 106980 3708544 383736 2760452    0    0     0     8  263  535  1  2 97  0  0
 1  0 106980 3708376 383736 2760452    0    0     0    64  251  518  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3708356 383736 2760468    0    0     0     0  253  511  0  0 100  0  0
 1  0 106980 3708852 383736 2760468    0    0     0     6  260  542  1  1 98  0  0
 1  0 106980 3709348 383736 2760476    0    0     0   144  246  530  0  2 99  0  0
 0  0 106980 3709224 383736 2760552    0    0     0    16  249  512  1  1 98  1  0
 1  0 106980 3709224 383736 2760552    0    0     0     0  231  495  1  1 99  0  0
 0  0 106980 3709224 383736 2760576    0    0     0   138  249  544  1  0 99  0  0
 0  0 106980 3709224 383736 2760576    0    0     0    10  225  505  0  1 99  0  0
 1  0 106980 3709224 383736 2760576    0    0     0    72  228  496  1  0 98  1  0
 2  0 106980 3709472 383736 2760492    0    0     0     8  230  530  1  1 97  0  0
 1  0 106980 3709408 383736 2760496    0    0     0     4  235  510  0  1 99  0  0
 1  0 106980 3708976 383736 2760540    0    0     0    88  233  503  1  0 98  2  0
 0  0 106980 3707116 383736 2760540    0    0     0     0  245  528  1  1 98  0  0
 1  0 106980 3706744 383736 2760568    0    0     0     0  252  538  4  1 96  0  0
 2  0 106980 3710216 383736 2760464    0    0     0    66  254  543  2  1 87 11  0
 1  0 106980 3710020 383736 2760468    0    0     0     6  250  521  1  1 99  0  0
 1  0 106980 3710092 383740 2760484    0    0     0    56  256  539  1  1 92  7  0
 1  0 106980 3709644 383740 2760504    0    0     0    46  259  559  2  1 97  1  0
 1  0 106980 3709720 383740 2760556    0    0     0     6  257  522  1  1 98  0  0
 0  0 106980 3710216 383740 2760564    0    0     0    34  259  534  2  1 98  0  0
 0  0 106980 3710192 383740 2760568    0    0     0    70  255  527  1  1 96  3  0
 1  0 106980 3710216 383740 2760584    0    0     0    74  272  512  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
